Titulo,Autor,Fecha,Link,Introduccion
Ni tan light; carga de cerveza quiebra caja de tráiler,Staff,"31 julio, 2023",https://laparadadigital.com/ni-tan-light-carga-de-cerveza-quiebra-caja-de-trailer/,"Noticias de Chihuahua.- La caja de un tráiler se quebró debido a la carga que transportaba, cerveza Bud Light. Esto ocurrió en la Vialidad Sacramento, cerca de la avenida Teófilo Borunda, durante la tarde de hoy. La caja supuestamente iba cargada con más de 50 toneladas de peso y fue cuando se quebró a la"
Balean a joven y pide ayuda en farmacia de la Tecnológico,Iván C,"30 julio, 2023",https://laparadadigital.com/balean-a-joven-y-pide-ayuda-en-farmacia-de-la-tecnologico/,"Noticias de Chihuahua. – Totalmente ensangrentado llegó un joven de aproximadamente 18-20 años a una farmacia ubicada sobre la avenida Tecnológico y Juan Escutia, donde pidió ayuda a las personas que estaban en el lugar quienes entraron en pánico al observar que venía baleado. De acuerdo a las primeras declaraciones, el joven habría sido víctima"
Mandan al «bote» a los 4 polis de Aldama que bolsearon a joven moribundo en la carretera,Iván C,"30 julio, 2023",https://laparadadigital.com/madan-al-bote-a-los-4-polis-de-aldama-que-bolsearon-a-joven-moribundo-en-la-carretera/,"Noticias de Chihuahua.- La autoridad judicial decidió vincular a proceso penal a 3 policías y una “madrina” de Aldama acusados de haber robado las pertenencias de un joven que suplicaba por su vida durante un accidente automovilístico y días después falleció. Sin embargo, una de las acusaciones que más pesa en contra de los 4"
Casi medio millón de litros de agua utilizaron para sofocar fuego en Relleno de Sanitario,Iván C,"30 julio, 2023",https://laparadadigital.com/casi-medio-millon-de-litros-de-agua-utilizaron-para-sofocar-fuego-en-relleno-de-sanitario/,Noticias de Chihuahua.- Fueron 18 horas las que elementos del Cuerpo de Bomberos y Protección Civil trabajaron en el incendio del Relleno Sanitario que comenzó ayer por la tarde – noche. Para lograr controlar y sofocar completamente el incendio fue necesario aplicar más de 400 mil litros de agua en chorro con un total de
VIDEO: Brutalmente golpeado adentro del Canal,Iván C,"30 julio, 2023",https://laparadadigital.com/videl-lo-dejan-brutalmente-golpeado-adentro-del-canal/,"Noticias de Chihuahua.- Un hombre fue brutalmente golpeado de aproximadamente 25 años de edad quien se localizaba en el interior del Canal Teófilo Borunda y Ernesto Talavera. La víctima tiene al menos una fractura visible en una de las piernas, así como golpes en todo el cuerpo, fueron personas que pasaban por el lugar quienes"
Pronostican para hoy por la tarde lluvias en la capital,Iván C,"30 julio, 2023",https://laparadadigital.com/pronostican-para-hoy-por-la-tarde-lluvias-en-la-capital/,"Noticias de Chihuahua. – Este domingo se registró una temperatura mínima de los 22 grados centígrados en la ciudad de Chihuahua y está contemplado que por la tarde llegue a los 33 grados. Además, existe una posibilidad de lluvias de hasta un 24 por ciento y vientos máximos de los 15 kilómetros por hora, los"
EN VIVO: Degolló a su ex pareja frente sus hijos,Iván C,"29 julio, 2023",https://laparadadigital.com/mata-a-su-ex-pareja-a-filerazos-en-villas-del-rey/,"Noticias de Chihuahua.- Un trágico hecho se presentó hace unos momentos al norte de la ciudad donde una joven mujer perdió la vida luego de recibir varias puñaladas por parte de su ex pareja. Los hechos se registraron en la intersección de las calles Mina Lluvia de Oro e Industrias, en ese punto algunas de"
EN VIVO: Trata de dar vuelta en U y provoca fuerte choque en la Sacramento,Iván C,"29 julio, 2023",https://laparadadigital.com/trata-de-dar-vuelta-en-u-y-provoca-fuerte-choque-en-la-sacramento/,"Chihuahua, Chih.- La noche de hoy se presentó un fuerte choque en la vialidad Sacramento y calle Manuel Aguilar al norte de la ciudad, donde los autos involucrados son un March color rojo y una pick up de la JMAS. Al parecer la unidad de la Junta Municipal de Agua y Saneamiento trató de dar"
EN VIVO: «Venadean» a hombre en la Revolución y sobrevive,Iván C,"29 julio, 2023",https://laparadadigital.com/en-vivo-venadean-a-hombre-en-la-colonia-revolucion-y-sobrevive/,"Noticias de Chihuahua.- Al menos 10 disparos realizaron sujetos armados en contra de un hombre en calles de la colonia Revolución, lo cual generó una fuerte movilización por parte de la policía, además de que los vecinos entraron en pánico. Fue entre las calles Proletariado y Parral donde varios sujetos sacaron sus armas de fuego"
Se incendia el Relleno Sanitario,Staff,"29 julio, 2023",https://laparadadigital.com/se-incendia-el-relleno-sanitario/,"Noticias de Chihuahua.- Un incendio inició esta tarde en la celda número dos del Relleno Sanitario, por lo que personal de bomberos apoyados con pipas se encuentran combatiendo el fuego. La Policía Municipal informó que, a reserva del dictamen de los peritos, se sabe que el siniestro comenzó en el talud de una esquina de"
Lo levantan de un bar de Aldama,Staff,"29 julio, 2023",https://laparadadigital.com/lo-levantan-de-un-bar-de-aldama/,"Noticias de Chihuahua.- José Genaro López Domínguez de 57 años de edad, fue privado de la libertad de un bar ubicado en Ciudad Aldama. Junto con la víctima desapareció su camioneta marca Nissan, línea Urvan modelo 2020, color gris. La fiscalía del estado giró la pesquisa de la desaparición de López Domínguez, quien mide 1.85"
Dormía y pensó que la atacaba el fantasma violador,Staff,"29 julio, 2023",https://laparadadigital.com/dormia-y-penso-que-la-atacaba-el-fantasma-violador/,"Noticias de Chihuahua.- Una mujer que dormía junto a su esposo despertó gritando esta madrugada cuando sintió que alguien tocaba su cuerpo y vio un hombre desconocido, quien se dio a la fuga pero al rato regreso y nuevamente huyó. Esto ocurrió en una casa de ciudad Cuauhtémoc, informó la Policía Municipal. El reporte indica"
Manda al bote a su carnala por agresiva,Staff,"29 julio, 2023",https://laparadadigital.com/manda-al-bote-a-su-carnala-por-agresiva/,"Noticias de Chihuahua.- Una mujer de 45 años de edad fue detenida por agentes de la Policía Municipal de Cuauhtémoc, ya que se encontraba agresiva con su familia. La policía informó que la noche de ayer acudieron a la colonia Reforma, donde reportaban un caso de violencia familiar. Al llegar, los agentes entrevistaron a un"
Broncón en fiesta alcanza a los músicos,Staff,"29 julio, 2023",https://laparadadigital.com/broncon-en-fiesta-alcanza-a-los-musicos/,"Noticias de Chihuahua.- Un grupo musical tuvo que salir huyendo de la fiesta que amenizaba, ya que fueron agredidos durante la bronca que se armó entre los asistente. Los músicos lograron llegar hasta la carretera a Aldama de donde pidieron ayuda a la policía. Los músicos agredidos pertenecen al grupo llamado Energía Musical. Uno de"
EN VIVO: Queda el DAMIAN sin negocio y endeudado por incendio al norte,Iván C,"29 julio, 2023",https://laparadadigital.com/queda-el-damian-sin-negocio-y-endeudado-por-incendio-al-norte/,"Noticias de Chihuahua. – Vecinos de la colonia Vistas del Norte pidieron el auxilio de Bomberos y policías municipales, ya que en un principio trataron de apagar un incendio registrado en un negocio dedicado a teléfonos celulares, pero simplemente no pudieron. Una de las conocidas como «bomberas» llegó hasta el negocio denominado DAMIAN donde al"
Se llamaba Frontier; se incendió,Staff,"29 julio, 2023",https://laparadadigital.com/se-llamaba-frontier-se-incendio/,"Noticias de Chihuahua.- Un incendio dañó una troca considerablemente esta madrugada en calles de la colonia Karike. La policía informó que no se sabe cómo inició el fuego, únicamente se detectó que fue en el motor de la unidad. Los hechos ocurrieron poco antes de las tres de la mañana, en la calle Tehueque. Bomberos"
Sustazo; se la llevó el tren con todo y carro,Staff,"29 julio, 2023",https://laparadadigital.com/sustazo-se-la-llevo-el-tren-con-todo-y-carro/,"Noticias de Chihuahua.- Tremendo susto se llevó la conductora de un auto compacto que fue chocado por el tren, en la colonia Desarrollo Urbano. El accidente sucedió en el cruce de la avenida Independencia y vías, poco antes de las dos de la mañana de hoy. El auto chocado por es un Honda, color verde,"
Lo atrapan con casi medio kilo de coca,Staff,"29 julio, 2023",https://laparadadigital.com/lo-atrapan-con-casi-medio-kilo-de-cocaina/,Noticias de Chihuahua.- Efrén D. N. fue detenido por policías de la fiscalía durante un cateo a una vivienda en la que hallaron casi medio kilo de cocaína y unos 40 gramos de heroína. El detenido fue presentado ante un Juez de Control del Distrito Judicial Morelos por delitos de contra la salud en su
‘Spa’ de fraude; nomás cobraron y ya ni contestan,Staff,"29 julio, 2023",https://laparadadigital.com/spa-de-fraude-nomas-cobraron-y-ya-ni-contestan/,"Noticias de Chihuahua.- Como todo tipo de establecimiento, muchos spas no cumplen múltiples criterios de calidad, y en ocasiones pueden perjudicarte. Cada vez hay más establecimientos y si no quieres llevarte una decepción, te informamos de un establecimiento donde las quejas abundan. Se trata de “Maxiclinic med spa”,  ubicado en la Avenida Mirador numeral 3921 en"
Explota vivienda en la UP; y deja a mujer grave,Iván C,"28 julio, 2023",https://laparadadigital.com/explota-vivienda-en-la-up-y-deja-a-mujer-grave/,"Noticias de Chihuahua.- Hace unos momentos tos elementos del Cuerpo Bomberos llevaron a cabo un fuerte operativo de la colonia Unidad Proletariada luego de que se presentara una explosión en una vivienda. Elementos de la SSPE, Guardia Nacional y Policía Municipal llegaron para auxiliar a los bomberos así como a los vecinos. Hasta el momento"
"Usaban firma para convocar a reuniones, dice diputada",Staff,"28 julio, 2023",https://laparadadigital.com/usaban-firma-para-convocar-a-reuniones-dice-diputada/,"Noticias de Chihuahua.- Debido a que la presidenta de la Comisión de Asuntos Fronterizos y Atención a Migrantes Georgina Zapata, utilizaba la firma electrónica de la diputada de Morena Rosana Díaz, para convocar a reuniones cuando esta no tenía posibilidad de asistir, solicitó el retiro de la misma. Sin embargo, Zapata solicitó la intervención de"
Localizan otraaa pierna humana,Staff,"28 julio, 2023",https://laparadadigital.com/localizan-otraaa-pierna-humana/,"Noticias de Chihuahua.- Otra pierna humana fue localizada  en las inmediaciones de El Sauz, luego de haber sido localizada el similar, horas antes al sur de la ciudad. El primer hallazgo ocurrió en una máquina del ferrocarril, en la colonia Los Nogales, donde la policía corroboró que se trataba de la pierna derecha de una"
Prepara Bonilla segundo informe de gobierno,Staff,"28 julio, 2023",https://laparadadigital.com/prepara-bonilla-segundo-informe-de-gobierno/,"Noticias de Chihuahua.- Este seis de septiembre a las 18:00 horas, tendrá lugar la presentación del segundo informe de labores del presidente municipal de Chihuahua Marco Bonilla, quien dijo que los ciudadanos estarán muy contentos con el informe a presentar. “La idea es que las y los chihuahuenses puedan comprobar lo que hemos hecho en"
Este es el piromaniaco que arrasó en El Porvenir,Staff,"28 julio, 2023",https://laparadadigital.com/este-es-el-piromaniaco-que-arraso-en-el-porven/,"Notocias de Chihuahua.- Agentes policíacos lograron agarrar al piromaniaco identificado como ‘Panchito’  tras haber provocado tres incendios en las inmediaciones de la colonia El Porvenir. Se indicó que primero le prendió fuego a una vivienda particular, luego a una caja de pick up y un tráiler. Los sucesos fueron en las cercanías del jacal que"
Otro ataque a Plataforma Centinela; cortan poste en Cuauhtémoc,Staff,"28 julio, 2023",https://laparadadigital.com/otro-ataque-a-plataforma-centinela-cortan-poste-en-cuauhtemoc/,"Noticias de Chihuahua.- Malandros cortaron un poste de la Plataforma Centinela que había recientemente había sido instalado en el Corredor Comercial, en el municipio de Cuauhtémoc. Los responsables utilizaron herramienta especial para cortar un tubo de acero perteneciente a la Plataforma Centinela. El ataque sucedió a la altura del kilómetro 16 del corredor. El poste"
"EN VIVO: Dezata terror piromaniaco en la Venceremos; incendia autos, trailers y viviendas",Iván C,"28 julio, 2023",https://laparadadigital.com/en-vivo-dezata-terror-piromaniaco-en-la-venceremos-incendia-autos-trailers-y-viviendas/,"Noticias de Chihuahua.- Un piromaníaco desato el terrero en la avenida Venceremos, quien provocó varios incendios en vehículos e incluso una vivienda, lo que ocasionó tres despliegues operativos por parte de Bomberos y Policía Municipal. El individuo que generó los incendios al norte de la ciudad al parecer padece de sus facultades mentales, en primera"
EN VIVO: Hallan pierna humana en máquina del tren,Staff,"28 julio, 2023",https://laparadadigital.com/hallan-pierna-humana-en-maquina-del-tren/,"Noticias de Chihuahua.- Una pierna humana fue localizada en una máquina del ferrocarril, en la colonia Los Nogales, al sur de la ciudad. El hallazgo se reportó a las 10:10 horas, en las calles Mohawk y Sierra Fresnillo, a la altura de una caseta de vigilancia. La policía informó que se trata de la pierna"
"Lo daban por ejecutado, pero dicen qué se colgó",Iván C,"28 julio, 2023",https://laparadadigital.com/lo-daban-por-ejecutado-se-colgo-en-vistas-sg/,"Noticias de Chihuahua.- Un hombre que era buscado por la Unidad de Personas Ausentes que realizaba un recorrido en la colonia Vistas San Guillermo al ingresar a un terreno baldío encontraron un cuerpo sin vida. De acuerdo a los primeros datos recabados, la persona que fue localizada sin vida, es precisamente el hombre que estaba"
Se da un tiro y termina navajeado,Staff,"28 julio, 2023",https://laparadadigital.com/se-da-un-tiro-y-termina-navejeado/,"Noticias de Chihuahua.- Con una herida en la pierna quedó un hombre la noche de ayer, al ser atacado con un arma punzo cortante durante una riña. A las 22:30 horas de ayer, policías acudieron a las calles Paseos del Babaro y Paseos del Azteca, en la colonia Paseos del Camino Real, donde reportaban a"
VIDEO-MASACRE: Envenena a decenas de perros Labor de Terrazas,Iván C,"28 julio, 2023",https://laparadadigital.com/video-masacre-envenena-a-decenas-de-perros-labor-de-terrazas/,"Noticias de Chihuahua. – Decenas de perros de rancho, callejeros y hogareños fueron encontrados en pleno estado de agonía y otros ya muertos a la Labor de Terrazas entre la salida a Cuauhtémoc y la ampliación Teófilo Borunda. Fueron los mismos dueños que al no saber nada de ellos salieron en caballos y autos a"
Estaría ocultando la SSPE más brotes de Tubercolisis en Cereso 3 de Ciudad Juárez,Iván C,"28 julio, 2023",https://laparadadigital.com/estaria-ocultando-la-sspe-mas-brotes-de-tubercolisis-en-cereso-3-de-ciudad-juarez/,"Noticias de Chihuahua.- Al interior del Cereso 3 de Ciudad Juárez hay versiones que señalan la posibilidad de más contagios de Tuberculosis entre los internos, a pesar de que la cifra dada a conocer por la Secretaría de Seguridad Pública Estatal. Lo anterior luego de que familiares de internos han señalado que han estado aislado"
VIDEO: MEGA-OPERATIVO: Catean vivienda en Avalos por actividades de picaderos,Iván C,"28 julio, 2023",https://laparadadigital.com/mega-operativo-catean-vivienda-en-avalos-por-actividades-de-picaderos/,"Noticias de Chihuahua.-  Durante la madrugada de hoy viernes Agentes de Operaciones Especiales de la Fiscalía General del Estado llevó a cabo un fuerte operativo en la colonia Avalos, todos ellos vestidos de civil y la mayoría con los rostros cubiertos, pero con las unidades debidamente identificadas. Esto causo asombro entre los vecinos de Avalos,"
VIDEO: Termina Uber en rampa de discapacitados del IMPE,Iván C,"27 julio, 2023",https://laparadadigital.com/video-termina-uber-en-rampa-de-discapacitados-del-impe/,"Noticias de Chihuahua.- Un raro viaje llego a un conductor de Uber, quien terminó literalmente en una rampa para derecho habitantes y personas discapacitadas del Insituto Municipal de Pensiones. Fue durante la tarde noche de hoy cuando a un conductor de Uber la plataforma le marco ingresar por un «callejón», pero termino atrapado en una"
Carreterazo: Deja un muerto y un lesionado grave en la carretera Jrz-Chih,Iván C,"27 julio, 2023",https://laparadadigital.com/carreterazo-deja-un-muerto-y-un-lesionado-grave-en-la-carretera-jrz-chih/,"Noticias de Chihuahua.- Un hombre sin vida y otro gravemente lesionado fue el resultado de una persona sin vida luego de que el conductor se quedara dormido en la carretera de Juárez a Chihuahua. El conductor viajaba en una pick up RAM blanca de modelo reciente con placas EC65053, y quedó fuera de la carretera,"
Hallan muerto a novio de joven que escapó de secuestradores,Staff,"27 julio, 2023",https://laparadadigital.com/hallan-muerto-a-novio-de-joven-que-escapo-de-secuestradores/,Noticias de Chihuahua.- El cuerpo de un hombre sin vida fue hallado esta tarde en una casa abandonada del Ejido Ocampo; al parecer se trata del joven secuestrado junto con su novia el fin de semana. La joven escapó de sus captores la mañana del domingo. Ese día les dijo a los policías que huyó
EN VIVO: Revientan otra narco-granja en ejido Sacramento; buscan cuerpos,Iván C,"27 julio, 2023",https://laparadadigital.com/revientan-otra-narco-granja-en-ejido-sacramento/,"Noticias de Chihuahua.- Elementos de inteligencia de la Fiscalía General del Estado  “reventaron” una de las conocidas como narco-granja al norte de la ciudad en el Ejido Sacramento, en el interior presumen que hay varios cuerpos sin vida, aunque de momento sólo hay la confirmación de uno. Los agentes al llegar detectaron un fuerte olor"
Intensa busqueda de desaparecidos en Coyame,Staff,"27 julio, 2023",https://laparadadigital.com/intensa-busqueda-de-desaparecidos-en-coyame/,"Noticias de Chihuahua.- Dos mujeres y hombres se encuentran desaparecidos desde hace siete días, luego de que salieron de Ojinaga a Coyame para ir a trabajar en un rancho. Ante ello, la presidente municipal, Ilse Torres desplegó un operativo inmediato para buscar por toda la región. Asi mismo al cuerpo policíaco se unen ciudadanos en"
Sale motociclista volando por carriles del Periférico de la Juventud y queda en el piso,Iván C,"27 julio, 2023",https://laparadadigital.com/sale-motociclista-volando-por-carriles-del-periferico-de-la-juventud-y-queda-en-el-piso/,"Noticias de Chihuahua.- Tirado, mal herido y con una sombrilla para cubrirlo del sol, así quedo un motociclista que quedó con lesiones de consideración sobre el Periférico de la Juventud e Ignacio Rodríguez.     . Los hechos se presentaron cuando un motociclista fue embestido por un auto en el carril de alta velocidad, fue tal el"
A punto de morir de hambre 2 “lomitos”,Staff,"27 julio, 2023",https://laparadadigital.com/a-punto-de-morir-de-hambre-2-lomitos/,"Noticias de Chihuahua.- Dos perros están a punto de morir por falta de alimento y agua, denunciaron en las redes sociales. “Necesito que me ayuden a reportar a estos perritos, están en los huesos, les aviento comida pero el blanco muerde al negrito. No tienen agua, literal se están muriendo de hambre. El blanco se"
Identifican a joven que se quitó la vida en la Maza de Juárez,Iván C,"27 julio, 2023",https://laparadadigital.com/revelan-identidad-de-joven-que-se-quito-la-vida-en-la-maza-de-juarez/,"Noticias de Chihuahua.- Autoridades lograron identificar al joven que esta mañana decidió quitarse la vida en calles de la colonia Margarita Maza de Juárez, y que conmociono a familiares y vecinos, ya que todo fue de manera repentina y sin previo aviso. Se trata del joven Kevin Alejandro Pérez Sierra de aproximadamente 27 años de"
Presentan Herramientas de accesibilidad Web,Staff,"27 julio, 2023",https://laparadadigital.com/presentan-herramientas-de-accesibilidad-web/,"Noticias de Chihuahua.- Con el objetivo principal de que las personas con alguna discapacidad o limitación que acceden al sitio oficial del Municipio de Chihuahua, puedan consultar sus contenidos y así participar en su desarrollo, esta mañana se presentaron las Herramientas de accesibilidad Web. Las herramientas que se colocaron son lector de pantalla, dislexia amigable,"
EN VIVO: Decide joven quitarse la vida en la Margarita Maza de Juárez,Iván C,"27 julio, 2023",https://laparadadigital.com/decide-joven-quitarse-la-vida-en-la-margarita-maza-de-juarez/,Noticias de Chihuahua.- Elementos de la Policía Municipal y Fiscalía General del Estado llevaron un fuerte operativo hasta la colonia Margarita Maza de Juárez  donde reportaron que en el interior de una vivienda se encontraba un cuerpo sin vida. Fue en la calle Constitución 1917 donde los agentes ingresaron a una vivienda y luego confirmaron
Por poco y lo matan policías por andar así en la calle,Staff,"27 julio, 2023",https://laparadadigital.com/por-poco-y-lo-matan-policias-por-andar-asi-en-la-calle/,"Noticias de Chihuahua.- Agentes de la Policía Municipal de Cuauhtémoc fueron amenazados por un hombre que les apuntó con una réplica de un fusil de asalto, pero por fortuna no le dispararon y lo detuvieron. Esto ocurrió en  las calles 38 y Coyoacán, a las 15:40 horas de ayer. Los agentes hacían recorridos de prevención"
EN VIVO: Buscan nombre para nueva cascada de la Comandancia Sur,Iván C,"27 julio, 2023",https://laparadadigital.com/en-vivo-buscan-nombre-para-nueva-cascada-de-la-comandancia-sur/,"Noticias de Chihuahua.- Los vecinos de las colonias ubicadas a los costados de la Comandancia Sur de la Policía Municipal denunciaron que luego de dos semanas seguidas, continua la enorme fuga de agua potable que desemboca por el estacionamiento. Millones de litros de agua son los que estarían desperdiciándose en el estacionamiento de la DSPM"
Se pelearon por la ultima chela; y se la quita con un block en la cabeza,Iván C,"27 julio, 2023",https://laparadadigital.com/se-pelearon-por-la-ultima-chela-y-se-la-quita-con-un-block-en-la-cabeza/,"Noticias de Chihuahua.- Una discusión entre cuatachas que festejaban desde ayer por la noche terminó en tragedia, esto cuando una de ellas se enojó y decidió estamparle un block en la cabeza dejándola inconsciente. Fue en las calles de la colonia Revolución donde en una parranda entre mujeres comenzó una discusión, una de ellas decidió"
Lograron EPE´s detención del «carnicero»; policía andaba trabajando de Uber,Iván C,"27 julio, 2023",https://laparadadigital.com/lograron-epes-detencion-del-carnicero-policia-andaba-trabajando-de-uber/,"Noticias de Chihuahua. – Las Cámaras de la Plataforma Escudo Chihuahua lograron detectar el vehículo en el que viajaba el agresor de una policía estatal a quien acuchilló en al menos 8 ocasiones para robarle su automóvil. Gracias a las cámaras de la Plataforma, lograron desplegar a el Equipo de Proyectos Especiales de la Policía"
Acuchilló a mujer policía hasta que se cansó para robarle su Renault,Staff,"27 julio, 2023",https://laparadadigital.com/acuchillo-a-mujer-policia-hasta-que-se-canso-para-robarle-su-renault/,"Noticias de Chihuahua.- Joel David M. P., de 29 años de edad, fue detenido por agentes municipales, como probable responsable de asaltar y acuchillar a una agente de la Policía Estatal. La víctima, Karina Luna Medrano, se encontraba fuera de trabajo cuando fue atracada y herida y despojada de un vehículo Renault 2020. Seguridad Pública"
Calorón de los 36 grados para hoy y lluvias para el fin de semana,Iván C,"27 julio, 2023",https://laparadadigital.com/caloron-de-los-36-grados-para-hoy-y-lluvias-para-el-fin-de-semana/,"Noticias de Chihuahua. – Hoy jueves la temperatura máxima llegará a la ciudad de Chihuahua a los 36 grados centígrados, esto a partir de las 3 de la tarde, con un cielo mayormente soleado, sin pronósticos de lluvias. La ciudad de Chihuahua amaneció con una temperatura mínima de los 16 grados centígrados y solamente existe"
Identifican a policía acuchillada en robo,Iván C,"26 julio, 2023",https://laparadadigital.com/identifican-a-policia-acuchillada-en-robo/,"Noticias de Chihuahua.- Las autoridades identificaron a la la mujer que fue atacada con un cuchillo durante un asalto en el Complejo Industrial Impluso, misma que pertenece a la Secretaría de Seguridad Pública Estatal. Se trata de Karina Luna Medrano, quien recibió varias puñaladas en el rostro, pierna y tórax, el vehículo robado es un"
EN VIVO: Atacan a mujer policía con cuchillo para robarle su auto en Impulso,Iván C,"26 julio, 2023",https://laparadadigital.com/en-vivo-atacan-a-mujer-con-cuchillo-para-robarle-su-auto-en-impulso/,"Noticias de Chihuahua.- Una mujer que atacada con un cuchillo recibiendo varias heridas profundas en todo el cuerpo, esto a metros del parque Industrial Impulso y Bodega Aurrera, al parecer se trató de un robo de vehículo. Un elemento que patrullaba por el lugar, observó a una mujer tirada en el piso desangrada, por lo"
Caen falsos policías en patrulla oficial de la AEI,Staff,"26 julio, 2023",https://laparadadigital.com/caen-falsos-policias-en-patrulla-oficial-de-la-aei/,"Noticias de Chihuahua.- Dos jóvenes fueron detenidos en la ciudad de Parral como presuntos responsables de los delitos de usurpación de funciones y abuso de confianza, ya que tomaron una patrulla de la Agencia Estatal de Investigación (AEI) que estaba en una refaccionaria. La fiscalía informó que la detención de los acusados se dio en"
EN VIVO: Lo dan por dormido en banqueta de la Obrera; estaba muerto,Iván C,"26 julio, 2023",https://laparadadigital.com/en-vivo-lo-dan-por-dormido-en-banqueta-de-la-obrera-estaba-muerto/,"Noticias de Chihuahua.- Un hombre fue encontrado sin vida en plena vía pública sobre calles de la colonia Obrera, mismo que se encontraba recostado en la banqueta, lo cual generó pánico entre los vecinos del sector. Al recibir el reporte, varias patrullas de la policía municipal arribaron hasta la intersección de la Joaquín Terrazas y"
EN VIVO: Queda grave abuelito al ser arrollado por auto en la Infona,Iván C,"26 julio, 2023",https://laparadadigital.com/en-vivo-queda-grave-abuelito-al-ser-arrollado-por-auto-en-la-infona/,"Noticias de Chihuahua.- Un adulto mayor fue arrollado esta tarde en calles de la colonia Infonavit Nacional, al norte de la ciudad, reportaron a los sistemas de emergencia. Según los primeros informes, fue en las intercepción de las calles Tenochtitlan y Tarahumara, donde ocurre el lamentable accidente. Agentes viales, y socorristas se encuentran en el"
"Adiós a espectáculos denigrantes hacia mujeres, como ‘Peso Pluma’ y ‘Bad Bunny’",Staff,"26 julio, 2023",https://laparadadigital.com/adios-a-espectaculos-denigrantes-hacia-mujeres-como-peso-pluma-y-bad-bunny/,"Noticias de Chihuahua.- El Cabildo de Chihuahua aprobó esta miércoles la propuesta presentada por el presidente municipal Marco Bonilla para prohibir en el municipio espectáculos que atenten contra la dignidad de las mujeres, a través de contenidos musicales, videos, imágenes o cualquier otro similar. Se trata de reformar diversos artículos del Reglamento del Sistema de"
VIDEO: Arriesga su vida y la de niños en la Colón y Canal,Iván C,"26 julio, 2023",https://laparadadigital.com/video-arriesga-su-vida-y-la-de-ninos-en-la-colon-y-canal/,Noticias de Chihuahua.- Decenas de personas arriesgan su vida diariamente por no utilizar el puente peatonal ubicado sobre la Avenida Colón y Teófilo Borunda y prefieren correr entre carriles de alta velocidad en ambos sentidos. Tal fue el caso de una madre de familia con varios menores de edad quien de manera arriesgada torea al
Sin formalizarse solicitud para desaparecer poderes en NCG,Staff,"26 julio, 2023",https://laparadadigital.com/sin-formalizarse-solicitud-para-desaparecer-poderes-en-ncg/,"Noticias de Chihuahua.- Aun cuando en días pasados el coordinador del grupo parlamentario del Partido Acción Nacional, PAN, Alfredo Chávez informó que analizaría la solicitud para desaparecer los poderes en Nuevo Casas Grandes, la presidenta del Congreso del Estado Adriana Terrazas dijo que hasta ahora no hay nada en el tema. “Yo lo mencioné en"
Retiró diputada firma electrónica y se negó a firmar normal: PRI,Staff,"26 julio, 2023",https://laparadadigital.com/retiro-diputada-firma-electronica-y-se-nego-a-firmar-normal-pri/,"Noticias de Chihuahua.- Durante la junta previa de la mesa directiva del Congreso del Estado para la sesión de este martes, la diputada del Partido Revolucionario Institucional, PRI, Georgina Zapata acusó a la diputada de Morena Rosana Díaz de impedir avances de la Comisión de Asuntos Fronterizos y de Atención a Migrantes para Chihuahua, que"
Pegan ratas a Protección Civil en Cuauhtémoc,Oscar K. Bermúdez,"26 julio, 2023",https://laparadadigital.com/pegan-ratas-a-proteccion-civil-en-cuauhtemoc/,"Noticias de Chihuahua.-Ladrones ingresaron a las instalaciones de la Coordinación Municipal de Protección Civil de Cuauhtémoc, logrando apoderarse de diversos artículos. La Policía Municipal informó que ayer a las 13:39 horas, acudieron a las calles California y 20, donde reportaban un robo. Los policías entrevistaron al coordinador administrativo de la institución, Miguel Anchondo Martínez, quien"
Confirma fiscal general “patadón” a fiscal zona centro,Oscar K. Bermúdez,"26 julio, 2023",https://laparadadigital.com/confirma-fiscal-general-patadon-a-fiscal-zona-centro/,"Noticias de Chihuahua.- El fiscal general del estado, César Jáuregui, confirmó la salida de Francisco Martínez Valle como fiscal de la zona centro. Jáuregui dijo esta mañana, durante una rueda de prensa, que el cambio de fiscal en la zona centro es a partir de hoy. Heliodoro Araiza Reyes, fue designado como nuevo fiscal en"
Quitán a fiscal zona centro; entra ex director de la Municipal,Staff,"26 julio, 2023",https://laparadadigital.com/quitan-a-fiscal-zona-centro-entra-ex-director-de-la-municipal/,"Noticias de Chihuahua.- Francisco Martínez Valle, quien fuera fiscal zona centro, será quitado del puesto y su lugar lo tomará el ex director de la Policía Municipal de Chihuahua, Heliodoro Araiza. Esta mañana se dio a conocer el cambio de fiscal, sin embargo no se dieron a conocer los motivos Francisco Martínez venía ocupando el"
Se ‘bofea’ por culpa de 21 gramos de cargamento,Staff,"26 julio, 2023",https://laparadadigital.com/se-bofea-por-culpa-de-21-gramos-de-cargamento/,"Noticias de Chihuahua.- Un ciclista se pone nervioso esta madrugada al ver la presencia de unidades policiacas, al grado de arrojar una “mariconera”. A pesar que pedaleó como todo un deportista, el “crico” logro ser alcanzado por la patrulla de último modelo, y no le quedó otra que levantar las manos. El arresto ocurre en"
